day,identifier,nb_hits,nb_visits,nb_product_pages,nb_orders,orders_amount,nb_touchpoints
2019-09-19,3,2033205,361114,585496,52306,2390805.38,"{""direct"":314162,""email"":5566,""organic"":237658,""paid_search"":11334}"
2019-07-11,3,1531288,210496,534207,73008,3633240.69,"{""direct"":395768,""email"":5544,""organic"":175175,""paid_search"":37321}"
2019-09-06,3,1375768,195998,478628,62844,3031234.7,"{""direct"":334224,""email"":10600,""organic"":172251,""paid_search"":40340}"
2020-01-04,3,1469639,230742,430508,69520,4042856.18,"{""direct"":251919,""email"":2106,""organic"":156818,""paid_search"":9981}"
2019-07-07,3,1942143,238821,708405,14874,967190.18,"{""direct"":520046,""email"":4613,""organic"":238443,""paid_search"":36435}"
2019-05-28,3,1328263,182629,467721,33419,1566518.88,"{""direct"":324694,""email"":10982,""organic"":162928,""paid_search"":35923}"
2019-09-03,3,1456545,202813,503181,59550,2797102.5,"{""direct"":367483,""email"":5845,""organic"":178486,""paid_search"":44454}"
2019-08-08,3,1504494,211960,519983,115257,6497443.11,"{""direct"":365470,""email"":3622,""organic"":172735,""paid_search"":39507}"
2019-09-23,3,2222451,363811,659865,22622,1065904.08,"{""direct"":415703,""email"":6441,""organic"":189787,""paid_search"":32809}"
2020-03-08,3,1314241,198189,419618,7398,489545.08,"{""direct"":302396,""email"":2108,""organic"":67387,""paid_search"":42838}"
2019-10-22,3,1879330,333585,581180,53308,2622174.85,"{""direct"":330954,""email"":10658,""organic"":155761,""paid_search"":69431}"
2019-04-16,3,1204458,160622,432140,54642,2694152.56,"{""direct"":298567,""email"":4484,""organic"":145107,""paid_search"":34203}"
2019-11-23,3,2395203,403452,727078,93593,5445465.51,"{""direct"":404808,""email"":11112,""organic"":229243,""paid_search"":63180}"
2019-04-26,3,1155870,159696,415531,42529,2048514.77,"{""direct"":278183,""email"":5907,""organic"":139501,""paid_search"":31430}"
2020-04-04,3,2021688,255102,570605,7423,689217.12,"{""direct"":460110,""email"":5208,""organic"":76329,""paid_search"":22451}"
2019-08-25,3,1388020,191604,494310,5549,364347.91,"{""direct"":335295,""email"":3398,""organic"":150643,""paid_search"":44036}"
2020-05-07,3,2869604,391240,767610,9262,4461069.47,"{""direct"":591775,""email"":10892,""organic"":110586,""paid_search"":46075}"
2019-12-02,3,1829604,299961,536753,89613,5177358.74,"{""direct"":272870,""email"":5922,""organic"":182435,""paid_search"":61225}"
2020-04-01,3,1651629,217743,451421,5676,531485.32,"{""direct"":363428,""email"":4295,""organic"":57544,""paid_search"":20709}"
2019-04-17,3,1211634,163821,437709,36422,1742146.04,"{""direct"":294758,""email"":4864,""organic"":148916,""paid_search"":36153}"
2019-12-03,3,1646783,269836,484234,32528,1752340.15,"{""direct"":246283,""email"":4102,""organic"":162482,""paid_search"":58843}"
2020-05-01,3,3113682,387567,857926,12684,7483351.92,"{""direct"":665662,""email"":15625,""organic"":111065,""paid_search"":58246}"
2019-04-23,3,1352206,178777,496403,92530,5004647.56,"{""direct"":339914,""email"":4154,""organic"":168512,""paid_search"":34108}"
2020-04-27,3,2659923,354351,701513,7019,9833721.380000001,"{""direct"":550638,""email"":14204,""organic"":88245,""paid_search"":42458}"
2019-12-19,3,1279129,220391,365333,43478,2547809.8,"{""direct"":189508,""email"":4876,""organic"":115045,""paid_search"":45047}"
2019-06-24,3,1616859,219178,573094,61420,2832933.04,"{""direct"":422122,""email"":3524,""organic"":200218,""paid_search"":31742}"
2020-04-23,3,2364253,311747,621654,7985,36680648.090000004,"{""direct"":494164,""email"":8813,""organic"":74868,""paid_search"":39158}"
2019-04-29,3,1285669,172554,459854,33719,1690152.5,"{""direct"":317683,""email"":4486,""organic"":159063,""paid_search"":32359}"
2019-10-29,3,1920984,338535,585919,83527,4172103.22,"{""direct"":334732,""email"":6671,""organic"":167744,""paid_search"":61579}"
2020-03-11,3,1038874,172665,323167,35739,1683931.22,"{""direct"":233352,""email"":2709,""organic"":49945,""paid_search"":31681}"
2019-05-08,3,1774832,228341,637399,63583,3810094.15,"{""direct"":430713,""email"":5608,""organic"":226577,""paid_search"":38373}"
2020-05-10,3,3541833,482187,1044104,9352,6122624.75,"{""direct"":800978,""email"":9481,""organic"":184909,""paid_search"":39818}"
2019-10-16,3,2008114,330415,609617,55039,2584418.36,"{""direct"":358384,""email"":6046,""organic"":176143,""paid_search"":53172}"
2019-11-07,3,1956130,317766,599190,49056,2405280.88,"{""direct"":327530,""email"":15883,""organic"":176400,""paid_search"":65015}"
2019-06-15,3,1384181,192575,487707,108568,6126223.51,"{""direct"":344127,""email"":3086,""organic"":163421,""paid_search"":30429}"
2019-04-28,3,1455960,176122,536334,4868,307683.41,"{""direct"":362353,""email"":3048,""organic"":185452,""paid_search"":32376}"
2019-11-26,3,2175112,374032,651422,33080,1726738.96,"{""direct"":364621,""email"":4253,""organic"":204847,""paid_search"":59807}"
2019-12-24,3,772605,142246,218545,82795,5219057.25,"{""direct"":125962,""email"":2078,""organic"":76491,""paid_search"":7728}"
2020-01-11,3,1927551,296987,556069,128159,8112384.15,"{""direct"":321673,""email"":11777,""organic"":185053,""paid_search"":26307}"
2019-11-14,3,2204444,353066,662179,73470,3665261.23,"{""direct"":375650,""email"":11610,""organic"":210894,""paid_search"":48565}"
2019-05-24,3,1097620,157374,383179,41062,1969507.97,"{""direct"":260513,""email"":3831,""organic"":137366,""paid_search"":28996}"
2019-08-20,3,1477861,202330,519994,120351,7135498.8,"{""direct"":366995,""email"":5765,""organic"":165780,""paid_search"":38951}"
2019-11-02,3,2044535,353794,626225,88807,4860224.07,"{""direct"":350084,""email"":4399,""organic"":182835,""paid_search"":71953}"
2019-12-16,3,1715061,277349,482176,102261,5959520.29,"{""direct"":252383,""email"":6959,""organic"":154657,""paid_search"":55907}"
2019-09-14,3,2487202,486292,679074,132174,7415023.31,"{""direct"":256452,""email"":2342,""organic"":392950,""paid_search"":1747}"
2019-11-13,3,2352171,374784,705965,4473,225561.3,"{""direct"":405820,""email"":7780,""organic"":225231,""paid_search"":51828}"
2019-12-14,3,1760509,294405,507134,111593,7430772.69,"{""direct"":263730,""email"":11063,""organic"":157503,""paid_search"":62757}"
2020-05-11,3,3562566,530908,965399,59498,7494745.22,"{""direct"":744451,""email"":10363,""organic"":170502,""paid_search"":31089}"
2019-07-26,3,1394618,192467,490374,40532,2025333.45,"{""direct"":348502,""email"":3446,""organic"":170024,""paid_search"":22507}"
2019-11-22,3,1955534,340817,590516,43852,2247647.21,"{""direct"":325929,""email"":6838,""organic"":183594,""paid_search"":58263}"
2020-03-05,3,1102965,179793,334175,23114,1123927.04,"{""direct"":244306,""email"":4694,""organic"":55279,""paid_search"":24828}"
2019-08-06,3,1797328,239625,621613,143661,8383953.87,"{""direct"":452925,""email"":2529,""organic"":208922,""paid_search"":43420}"
2019-06-14,3,1185755,169497,410426,50933,2425030.48,"{""direct"":290911,""email"":3907,""organic"":139233,""paid_search"":29379}"
2019-08-28,3,1520748,212623,526847,124837,7135560.74,"{""direct"":372012,""email"":5797,""organic"":165714,""paid_search"":51068}"
2020-03-19,3,940475,159121,236348,2130,209777.62,"{""direct"":182494,""email"":2333,""organic"":26334,""paid_search"":21773}"
2020-04-05,3,2179122,272377,635137,6337,480582.96,"{""direct"":514951,""email"":4629,""organic"":88739,""paid_search"":20253}"
2019-11-08,3,1872682,308510,574199,50943,2518621.41,"{""direct"":315641,""email"":10435,""organic"":170558,""paid_search"":63177}"
2019-10-25,3,1633096,305771,505508,39483,1929667.07,"{""direct"":280403,""email"":14230,""organic"":132202,""paid_search"":65501}"
2019-05-23,3,1134836,159451,400046,31649,1465732.57,"{""direct"":283153,""email"":4934,""organic"":142126,""paid_search"":27846}"
2019-09-17,3,2256415,416337,610823,45780,2114829.73,"{""direct"":209264,""email"":9436,""organic"":358097,""paid_search"":9732}"
2020-02-19,3,1118648,177972,334274,35297,1732303.47,"{""direct"":194272,""email"":3076,""organic"":106301,""paid_search"":22890}"
2019-09-04,3,1636377,222896,568460,87203,4283156.7,"{""direct"":417895,""email"":5108,""organic"":205933,""paid_search"":47752}"
2020-04-13,3,2877112,347242,828793,6942,4805005.88,"{""direct"":673711,""email"":6745,""organic"":110758,""paid_search"":29869}"
2019-09-27,3,1925316,328566,574020,54234,2615463.5,"{""direct"":346410,""email"":7300,""organic"":155512,""paid_search"":52434}"
2019-10-12,3,1940741,340792,589461,103228,5559936.31,"{""direct"":350033,""email"":3696,""organic"":163127,""paid_search"":61161}"
2020-03-07,3,1222909,198899,381016,71438,4004307,"{""direct"":273001,""email"":4099,""organic"":63879,""paid_search"":35052}"
2019-06-12,3,1510618,202157,518570,58579,2786968,"{""direct"":385330,""email"":4118,""organic"":187849,""paid_search"":23123}"
2019-05-12,3,1367590,173010,500599,5207,325095.51,"{""direct"":340390,""email"":3625,""organic"":173983,""paid_search"":32124}"
2019-09-08,3,1842419,233325,649769,13837,931827.7,"{""direct"":462356,""email"":2581,""organic"":240013,""paid_search"":57542}"
2019-04-27,3,1358693,182359,493806,77395,4391861.14,"{""direct"":325661,""email"":4847,""organic"":167761,""paid_search"":37526}"
2019-10-31,3,1643589,298896,503310,56236,2879607.21,"{""direct"":287159,""email"":5564,""organic"":144047,""paid_search"":51220}"
2019-06-01,3,1404808,193204,495442,60854,3385873.55,"{""direct"":344044,""email"":2513,""organic"":174084,""paid_search"":27193}"
2019-10-08,3,1946262,320953,576901,71657,3376331.2,"{""direct"":352689,""email"":5530,""organic"":165790,""paid_search"":42310}"
2020-04-29,3,2305974,292809,583972,18612,68652926.920000002,"{""direct"":455950,""email"":30877,""organic"":76577,""paid_search"":15550}"
2020-03-30,3,1509041,213307,417877,2370,188682.13,"{""direct"":321985,""email"":4378,""organic"":48027,""paid_search"":37935}"
2019-07-29,3,1846538,243483,651001,47553,2538251.22,"{""direct"":467721,""email"":3543,""organic"":217115,""paid_search"":47816}"
2019-04-19,3,1115407,155006,404492,52085,2589990.52,"{""direct"":263208,""email"":4269,""organic"":133468,""paid_search"":34224}"
2020-01-24,3,1170634,184625,347034,43222,2134579.49,"{""direct"":200341,""email"":3345,""organic"":109190,""paid_search"":26597}"
2019-05-31,3,1411796,195406,489361,96275,5413588.75,"{""direct"":339796,""email"":3286,""organic"":170810,""paid_search"":26898}"
2019-11-15,3,2204338,356296,666597,37310,1934078.76,"{""direct"":379131,""email"":17089,""organic"":208633,""paid_search"":47621}"
2019-08-19,3,1586902,220288,555456,62904,3325510.59,"{""direct"":383079,""email"":3172,""organic"":183522,""paid_search"":43427}"
2020-03-20,3,1114656,176973,282630,4233,392399.54,"{""direct"":218566,""email"":4195,""organic"":31728,""paid_search"":24443}"
2019-08-26,3,1588564,219215,559343,31702,1616031.13,"{""direct"":394068,""email"":4028,""organic"":181072,""paid_search"":42789}"
2020-03-21,3,1205318,184681,318266,4649,392863.27,"{""direct"":242737,""email"":2577,""organic"":35872,""paid_search"":32837}"
2019-10-30,3,1871403,334020,572960,71344,3606066.4,"{""direct"":327579,""email"":5096,""organic"":163834,""paid_search"":61763}"
2019-07-06,3,1689792,229417,606724,147790,9033501.16,"{""direct"":438586,""email"":9670,""organic"":200144,""paid_search"":36467}"
2020-01-17,3,1323454,211254,386800,36375,1861921.4,"{""direct"":214103,""email"":8979,""organic"":125378,""paid_search"":28347}"
2019-05-06,3,1297540,173762,459725,86534,4543750.06,"{""direct"":324006,""email"":4133,""organic"":162269,""paid_search"":28703}"
2019-12-29,3,1329178,203250,391529,11273,769968.91,"{""direct"":229037,""email"":1942,""organic"":146941,""paid_search"":5647}"
2020-04-30,3,2836318,370165,733527,11467,8373322.92,"{""direct"":570811,""email"":23223,""organic"":91873,""paid_search"":40553}"
2019-06-28,3,1711309,227603,608127,89500,4413441.15,"{""direct"":468084,""email"":6421,""organic"":193820,""paid_search"":33060}"
2019-12-28,3,1252494,204377,365579,57476,3313284.44,"{""direct"":212115,""email"":1896,""organic"":137605,""paid_search"":5861}"
2019-07-23,3,1643722,222118,582385,46766,2247566.66,"{""direct"":429230,""email"":2811,""organic"":191496,""paid_search"":33718}"
2019-07-02,3,1820324,235293,638237,78059,3860127.99,"{""direct"":493895,""email"":4701,""organic"":213964,""paid_search"":33407}"
2019-08-11,3,1517708,200940,540383,6973,406872.71,"{""direct"":361868,""email"":1934,""organic"":176179,""paid_search"":43126}"
2019-06-10,3,1951215,249842,674475,76056,4620451.42,"{""direct"":484969,""email"":3152,""organic"":247271,""paid_search"":25757}"
2020-03-16,3,783340,132821,215712,4079,471023,"{""direct"":164776,""email"":3245,""organic"":25914,""paid_search"":18808}"
2020-02-25,3,1090187,173894,339914,38417,1855668.47,"{""direct"":244270,""email"":2449,""organic"":64202,""paid_search"":23337}"
2020-04-22,3,2353902,310592,620025,7683,5500612.08,"{""direct"":493535,""email"":6756,""organic"":76152,""paid_search"":37735}"
2019-11-21,3,2032088,344530,611567,46689,2355897.34,"{""direct"":339820,""email"":12817,""organic"":186599,""paid_search"":56494}"
2020-02-06,3,1115277,175418,326426,69216,3585847.01,"{""direct"":187505,""email"":3078,""organic"":103110,""paid_search"":25329}"
2019-09-22,3,2499289,393694,742292,11746,728968.72,"{""direct"":483486,""email"":3116,""organic"":221469,""paid_search"":15764}"
2020-03-03,3,1039316,171712,313028,30210,1501194.81,"{""direct"":228947,""email"":2330,""organic"":54303,""paid_search"":22135}"
2020-02-18,3,1079293,172170,320594,34226,1654107.32,"{""direct"":185865,""email"":2663,""organic"":102382,""paid_search"":22237}"
2020-05-03,3,3025783,389228,862511,10195,3606305.69,"{""direct"":664063,""email"":10603,""organic"":119609,""paid_search"":60935}"
2019-04-30,3,1125457,157972,398805,53235,2554788.32,"{""direct"":272100,""email"":6388,""organic"":134373,""paid_search"":32050}"
2019-11-12,3,2252856,358722,686418,20733,1026304.53,"{""direct"":385892,""email"":5450,""organic"":203572,""paid_search"":77614}"
2019-07-17,3,1660198,226859,586418,80369,3976051.88,"{""direct"":429992,""email"":11499,""organic"":189471,""paid_search"":31584}"
2019-11-17,3,2731158,414264,832039,9931,626777.2,"{""direct"":480041,""email"":9111,""organic"":268229,""paid_search"":58956}"
2019-12-01,3,2290040,352940,677725,18733,1371005.87,"{""direct"":344774,""email"":8741,""organic"":223523,""paid_search"":85027}"
2020-02-15,3,1178499,188114,358119,44146,2601292,"{""direct"":205314,""email"":2928,""organic"":115648,""paid_search"":26712}"
2020-04-28,3,2514599,334059,678188,7636,10445119.310000001,"{""direct"":528892,""email"":14462,""organic"":86105,""paid_search"":41823}"
2020-02-27,3,1071903,171461,337183,1948,100664.15,"{""direct"":245490,""email"":4383,""organic"":57596,""paid_search"":23740}"
2019-09-01,3,1590491,212675,555090,10231,659693.97,"{""direct"":389196,""email"":4509,""organic"":195111,""paid_search"":54236}"
2020-05-06,3,3172755,413803,836843,11872,9234470.109999999,"{""direct"":651900,""email"":13808,""organic"":115672,""paid_search"":47138}"
2020-03-23,3,984754,163923,255387,2673,184240.73,"{""direct"":193385,""email"":2161,""organic"":29511,""paid_search"":26630}"
2020-01-29,3,1348816,206878,413051,31686,1598047.5,"{""direct"":293502,""email"":4857,""organic"":81914,""paid_search"":23752}"
2019-08-10,3,1373704,198421,483751,88962,5040827.21,"{""direct"":329923,""email"":2811,""organic"":154201,""paid_search"":38301}"
2019-06-26,3,2301872,287457,769863,169719,9340061.33,"{""direct"":599770,""email"":14953,""organic"":259145,""paid_search"":22214}"
2020-02-17,3,1225790,190954,368044,73177,3602244.08,"{""direct"":212414,""email"":2663,""organic"":118530,""paid_search"":25239}"
2019-08-27,3,1507970,210940,527635,109802,6178411.29,"{""direct"":371737,""email"":8159,""organic"":164371,""paid_search"":45756}"
2019-07-22,3,1847348,243649,646131,56139,2873390.16,"{""direct"":474741,""email"":2654,""organic"":220789,""paid_search"":33414}"
2020-01-26,3,1690480,233479,507391,10656,765986.69,"{""direct"":297803,""email"":3347,""organic"":167595,""paid_search"":28811}"
2019-10-04,3,1984215,331891,595780,58945,2830150.37,"{""direct"":347544,""email"":9924,""organic"":161374,""paid_search"":64184}"
2019-11-01,3,2060608,355061,628555,45738,2682682.31,"{""direct"":347534,""email"":4192,""organic"":187466,""paid_search"":72187}"
2019-05-10,3,1132115,159656,402572,45292,2062865.63,"{""direct"":274622,""email"":7364,""organic"":133570,""paid_search"":28568}"
2019-09-16,3,2442975,466898,672171,41442,1946987.66,"{""direct"":250618,""email"":3861,""organic"":381359,""paid_search"":7640}"
2020-03-10,3,1006408,166387,311844,33292,1559529.67,"{""direct"":225942,""email"":1646,""organic"":49718,""paid_search"":29604}"
2020-01-01,3,1071807,161589,317419,1136,87451.16,"{""direct"":189532,""email"":1605,""organic"":117189,""paid_search"":4519}"
2019-12-08,3,2091986,323776,621546,36483,2531169.89,"{""direct"":327210,""email"":5770,""organic"":211294,""paid_search"":63364}"
2019-09-26,3,1965103,325870,588957,48311,2270493.22,"{""direct"":358006,""email"":3658,""organic"":164456,""paid_search"":49740}"
2019-07-18,3,1537748,212514,543278,73270,3569715.36,"{""direct"":386234,""email"":12505,""organic"":179207,""paid_search"":34331}"
2019-06-27,3,1900462,239643,685394,78973,3856487.61,"{""direct"":519555,""email"":9813,""organic"":227860,""paid_search"":31719}"
2019-07-16,3,1665109,222663,579618,46304,2295478.14,"{""direct"":431301,""email"":6306,""organic"":193105,""paid_search"":30011}"
2019-07-13,3,1551738,215997,549146,126118,7659147.49,"{""direct"":395557,""email"":3029,""organic"":181163,""paid_search"":32379}"
2019-05-20,3,1275405,173117,453960,79826,4206183.13,"{""direct"":324583,""email"":4179,""organic"":161841,""paid_search"":30936}"
2019-11-20,3,2299496,377682,691120,87209,4273574.42,"{""direct"":389099,""email"":13705,""organic"":214098,""paid_search"":57761}"
2020-01-07,3,1342333,213648,386953,58404,2756844.01,"{""direct"":218585,""email"":3464,""organic"":135657,""paid_search"":20203}"
2019-07-03,3,1867148,242333,659114,98712,5154565.44,"{""direct"":503063,""email"":7227,""organic"":223123,""paid_search"":34921}"
2020-03-29,3,1584752,220142,470451,2833,197274.43,"{""direct"":355420,""email"":3362,""organic"":53967,""paid_search"":51809}"
2020-03-13,3,735033,127251,231357,34046,1808337.35,"{""direct"":166265,""email"":5182,""organic"":35076,""paid_search"":20518}"
2020-02-20,3,1031159,164390,305886,34187,1629718.79,"{""direct"":177513,""email"":1742,""organic"":98790,""paid_search"":20145}"
2020-01-03,3,1400158,219295,405213,35481,1927746.2,"{""direct"":232473,""email"":3015,""organic"":151302,""paid_search"":9109}"
2019-11-09,3,2199627,360830,675373,99154,5555370.57,"{""direct"":372942,""email"":8102,""organic"":199646,""paid_search"":78696}"
2020-01-27,3,1368188,204888,398618,73663,3707816,"{""direct"":230111,""email"":5021,""organic"":126806,""paid_search"":29188}"
2020-03-17,3,813783,126682,215333,3414,409598.98,"{""direct"":168606,""email"":2301,""organic"":24032,""paid_search"":17800}"
2019-04-25,3,1228083,163940,447312,45584,2192467.52,"{""direct"":297829,""email"":10608,""organic"":149333,""paid_search"":33410}"
2020-01-31,3,1138561,178320,330012,83538,4433999.93,"{""direct"":190831,""email"":4177,""organic"":108639,""paid_search"":21020}"
2019-06-23,3,1628819,207689,586318,8532,549228.71,"{""direct"":417721,""email"":1306,""organic"":204568,""paid_search"":32806}"
2019-10-07,3,1920110,333189,561515,82471,4014575.25,"{""direct"":314827,""email"":7897,""organic"":171314,""paid_search"":56676}"
2020-03-02,3,1129776,180495,348382,31655,1609164.21,"{""direct"":256476,""email"":2127,""organic"":59643,""paid_search"":24486}"
2020-03-15,3,1166818,180508,347219,4170,377368.5,"{""direct"":259013,""email"":4860,""organic"":44121,""paid_search"":34327}"
2019-12-26,3,1396741,221532,398759,99355,5807718.44,"{""direct"":232374,""email"":2027,""organic"":149912,""paid_search"":6046}"
2019-06-02,3,1656222,206159,595942,6143,385802.71,"{""direct"":419695,""email"":1783,""organic"":217214,""paid_search"":28004}"
2019-09-29,3,2121238,357606,641612,11325,678153.58,"{""direct"":379707,""email"":3586,""organic"":174361,""paid_search"":72539}"
2020-05-14,3,2755540,419448,817923,50477,13363486.949999999,"{""direct"":623418,""email"":8226,""organic"":141097,""paid_search"":36966}"
2020-02-05,3,1248668,194033,361510,6491,312898.47,"{""direct"":208183,""email"":5227,""organic"":113764,""paid_search"":26812}"
2019-08-03,3,1503184,212447,530116,181913,11510317.439999999,"{""direct"":366145,""email"":2316,""organic"":172528,""paid_search"":40059}"
2019-11-25,3,2377147,404335,714406,26729,1419611.87,"{""direct"":405073,""email"":5947,""organic"":224080,""paid_search"":59822}"
2019-10-06,3,2050704,340582,612171,11119,687792.41,"{""direct"":345237,""email"":4218,""organic"":184819,""paid_search"":67514}"
2019-12-09,3,1851305,297013,529393,46913,2810902.47,"{""direct"":273349,""email"":5563,""organic"":176908,""paid_search"":62158}"
2020-05-13,3,3273506,479336,924402,59942,9419778.949999999,"{""direct"":711061,""email"":8695,""organic"":158934,""paid_search"":36436}"
2020-02-03,3,1329281,201791,390429,80590,4318261.49,"{""direct"":226011,""email"":2861,""organic"":123414,""paid_search"":29190}"
2019-08-22,3,1424564,201222,499673,41123,2092492.25,"{""direct"":342586,""email"":9968,""organic"":158350,""paid_search"":38003}"
2019-12-04,3,1783236,291598,522325,34354,1841349.84,"{""direct"":264568,""email"":17718,""organic"":179122,""paid_search"":49639}"
2019-04-21,3,1159521,156241,424477,4453,292915.87,"{""direct"":267831,""email"":3824,""organic"":139737,""paid_search"":38915}"
2019-08-24,3,1302603,189989,461698,74817,4225645.02,"{""direct"":309141,""email"":7364,""organic"":142468,""paid_search"":38331}"
2019-05-09,3,1227645,167666,438440,50676,2358245.39,"{""direct"":304048,""email"":4373,""organic"":149653,""paid_search"":29942}"
2019-10-19,3,1967005,340451,606999,90586,4978377.42,"{""direct"":338085,""email"":8842,""organic"":165518,""paid_search"":82484}"
2020-02-16,3,1347292,195271,416998,6748,422786.17,"{""direct"":239609,""email"":2309,""organic"":132878,""paid_search"":33008}"
2019-08-18,3,1454459,197608,522246,4785,279247.93,"{""direct"":343213,""email"":1273,""organic"":165226,""paid_search"":47406}"
2019-06-21,3,1145572,165555,402674,57703,2664515.76,"{""direct"":283143,""email"":2785,""organic"":138089,""paid_search"":30283}"
2019-11-11,3,2912321,450975,890972,33662,2058268.76,"{""direct"":494329,""email"":5165,""organic"":272360,""paid_search"":101743}"
2019-06-06,3,1268770,169752,434976,52832,2492606.64,"{""direct"":323142,""email"":2981,""organic"":158009,""paid_search"":21214}"
2020-01-09,3,1745182,269698,497159,22753,1221993.51,"{""direct"":284578,""email"":12131,""organic"":161338,""paid_search"":23808}"
2019-06-25,3,1349026,190511,469409,61571,2816192.15,"{""direct"":344638,""email"":1839,""organic"":168716,""paid_search"":26040}"
2019-07-19,3,1380337,195133,487150,71581,3544400.11,"{""direct"":345749,""email"":3639,""organic"":156270,""paid_search"":37160}"
2019-10-01,3,2089654,345088,625940,37510,1736618.8,"{""direct"":364099,""email"":10925,""organic"":171771,""paid_search"":67529}"
2020-01-15,3,1495496,227073,428402,22924,1147288.16,"{""direct"":246339,""email"":7862,""organic"":140442,""paid_search"":22339}"
2019-07-04,3,1628608,218586,572863,78601,3900664.9,"{""direct"":430878,""email"":6774,""organic"":189858,""paid_search"":34009}"
2020-05-05,3,3112700,407695,814526,11878,7349678.23,"{""direct"":637030,""email"":11731,""organic"":113547,""paid_search"":43244}"
2019-05-26,3,1363450,175878,488193,4768,315449.68,"{""direct"":338574,""email"":3307,""organic"":169623,""paid_search"":34385}"
2019-12-23,3,1256216,218180,359291,143362,9054928.619999999,"{""direct"":197631,""email"":5239,""organic"":123572,""paid_search"":23320}"
2019-12-22,3,1441072,241606,430059,40068,2678570.84,"{""direct"":226085,""email"":2902,""organic"":135101,""paid_search"":55784}"
2019-07-09,3,1808622,238022,638077,87728,4443940.85,"{""direct"":469914,""email"":17066,""organic"":217067,""paid_search"":31781}"
2019-06-17,3,1455268,197387,504924,52515,2401307.16,"{""direct"":372769,""email"":1875,""organic"":181267,""paid_search"":26652}"
2019-10-18,3,1689959,297677,519656,40890,1955478.13,"{""direct"":285715,""email"":17588,""organic"":140296,""paid_search"":64334}"
2019-09-02,3,1490639,208156,510688,51969,2576480.66,"{""direct"":372812,""email"":4392,""organic"":184758,""paid_search"":45312}"
2020-01-20,3,1482965,224359,431551,32692,1634794.66,"{""direct"":249327,""email"":3603,""organic"":140734,""paid_search"":28080}"
2019-05-25,3,1290786,181094,460272,99220,5807014.7,"{""direct"":310517,""email"":5333,""organic"":161157,""paid_search"":32515}"
2019-08-05,3,1904202,252499,660890,65620,3638488.55,"{""direct"":483276,""email"":2710,""organic"":217024,""paid_search"":43639}"
2019-12-06,3,1546978,258563,453878,54128,3126861.07,"{""direct"":233442,""email"":8066,""organic"":150509,""paid_search"":49698}"
2019-06-09,3,1454923,185614,511164,6681,433522.29,"{""direct"":359965,""email"":2971,""organic"":177869,""paid_search"":24353}"
2019-07-05,3,1503584,208192,527610,87952,4437348.34,"{""direct"":387575,""email"":4909,""organic"":176473,""paid_search"":33921}"
2019-12-25,3,1034350,166899,299079,1673,123515.53,"{""direct"":175372,""email"":1580,""organic"":110823,""paid_search"":4804}"
2019-10-13,3,1996821,311850,606980,8994,537047.44,"{""direct"":348019,""email"":3344,""organic"":174920,""paid_search"":68672}"
2020-03-09,3,1115827,178495,339713,22877,1118091.74,"{""direct"":235772,""email"":2091,""organic"":65818,""paid_search"":31075}"
2019-12-31,3,806546,135713,235533,45747,2448431.21,"{""direct"":138418,""email"":1310,""organic"":88015,""paid_search"":4184}"
2019-11-05,3,1975175,337477,598156,27765,1328901.78,"{""direct"":336668,""email"":7630,""organic"":171767,""paid_search"":66924}"
2019-11-18,3,2411271,387967,723102,33548,1702099.37,"{""direct"":416488,""email"":8817,""organic"":232417,""paid_search"":50727}"
2019-12-17,3,1524197,252115,430844,67436,3925924.39,"{""direct"":224950,""email"":7582,""organic"":135710,""paid_search"":51637}"
2019-07-12,3,1456419,203956,509570,77580,3926089.71,"{""direct"":368606,""email"":3701,""organic"":166834,""paid_search"":34007}"
2019-06-16,3,1442237,188453,510069,6559,427044.8,"{""direct"":362500,""email"":2013,""organic"":181385,""paid_search"":28080}"
2020-03-01,3,1261496,191107,400253,7316,486901.06,"{""direct"":292641,""email"":2347,""organic"":68626,""paid_search"":31431}"
2020-01-30,3,1204729,185348,355926,2989,160668.13,"{""direct"":220023,""email"":4604,""organic"":102828,""paid_search"":21407}"
2019-05-30,3,1560324,211895,542563,60713,3822158.62,"{""direct"":369974,""email"":6031,""organic"":191608,""paid_search"":29337}"
2020-01-23,3,1230800,188976,361606,14470,689625.5,"{""direct"":210392,""email"":4916,""organic"":114438,""paid_search"":24122}"
2020-04-02,3,1676426,218606,464773,5547,483594.82,"{""direct"":373734,""email"":4698,""organic"":58243,""paid_search"":21842}"
2019-11-24,3,2619543,417080,800057,9655,612472.09,"{""direct"":451380,""email"":6966,""organic"":255249,""paid_search"":66009}"
2019-10-20,3,2059050,334598,642453,7500,456324.32,"{""direct"":357011,""email"":5604,""organic"":173984,""paid_search"":92132}"
2019-12-11,3,1750664,285122,511430,68816,3895109.19,"{""direct"":262486,""email"":7313,""organic"":165124,""paid_search"":64792}"
2020-02-11,3,1155139,183017,341263,11354,532852.05,"{""direct"":194966,""email"":4257,""organic"":109262,""paid_search"":24146}"
2019-07-10,3,1707922,231487,599629,86645,4383833.68,"{""direct"":445314,""email"":8145,""organic"":196906,""paid_search"":49027}"
2019-10-03,3,1953264,324604,583455,45262,2134827.83,"{""direct"":344993,""email"":4074,""organic"":159365,""paid_search"":63510}"
2019-06-05,3,1573269,204877,558224,76475,3754678.01,"{""direct"":413367,""email"":4105,""organic"":206355,""paid_search"":26044}"
