day,identifier,nb_hits,nb_visits,nb_product_pages,nb_orders,orders_amount,nb_touchpoints
2020-01-18,3,1617451,251896,474639,104728,6371419.34,"{""direct"":272583,""email"":6337,""organic"":152583,""paid_search"":32753}"
2019-10-10,3,1792389,302634,535604,39707,1855688.77,"{""direct"":324144,""email"":4761,""organic"":154280,""paid_search"":39666}"
2020-03-22,3,1160616,182488,314545,3688,246542.63,"{""direct"":235708,""email"":2298,""organic"":36507,""paid_search"":35722}"
2020-01-06,3,1352720,215285,397136,24254,1165190.33,"{""direct"":227423,""email"":3109,""organic"":136912,""paid_search"":20171}"
2019-12-21,3,1355765,236490,398956,29063,1851891.25,"{""direct"":209197,""email"":4354,""organic"":125110,""paid_search"":51029}"
2019-06-18,3,1343479,185146,470573,47871,2152813,"{""direct"":344985,""email"":2700,""organic"":166926,""paid_search"":28347}"
2020-02-10,3,1229280,191649,361939,391,23407.62,"{""direct"":208333,""email"":4048,""organic"":112359,""paid_search"":27782}"
2019-12-15,3,1950378,306138,568830,32090,2298887.64,"{""direct"":298189,""email"":7765,""organic"":178984,""paid_search"":71142}"
2019-08-29,3,1399651,198587,485135,40709,2040698.24,"{""direct"":343303,""email"":3729,""organic"":152251,""paid_search"":45007}"
2020-01-13,3,1634578,259104,474985,93051,4981389.36,"{""direct"":279003,""email"":4895,""organic"":155265,""paid_search"":23848}"
2020-04-10,3,2397996,297549,661369,9044,42990652.869999997,"{""direct"":538697,""email"":7831,""organic"":80724,""paid_search"":27769}"
2019-08-16,3,1344949,194592,468624,84303,4459853.83,"{""direct"":316332,""email"":1979,""organic"":149019,""paid_search"":38381}"
2019-05-11,3,1374794,185949,495248,95079,5178347.92,"{""direct"":334085,""email"":5964,""organic"":170250,""paid_search"":32169}"
2019-05-13,3,1248194,170859,444805,39528,1799236.75,"{""direct"":313220,""email"":5028,""organic"":155950,""paid_search"":29277}"
2020-02-29,3,1155819,191250,362271,69978,3936922.93,"{""direct"":263159,""email"":3583,""organic"":65625,""paid_search"":25857}"
2020-01-19,3,1795439,253900,533401,11214,792557.62,"{""direct"":312634,""email"":3443,""organic"":174872,""paid_search"":31411}"
2019-09-11,3,2767815,515162,726453,40895,1960776.17,"{""direct"":282348,""email"":3559,""organic"":412516,""paid_search"":5127}"
2020-02-24,3,1181431,186406,354013,44618,2265474.52,"{""direct"":206442,""email"":2298,""organic"":113021,""paid_search"":25158}"
2019-12-20,3,1168996,208079,335738,34804,2110013.61,"{""direct"":173905,""email"":4803,""organic"":105062,""paid_search"":42598}"
2019-10-09,3,2210023,357971,661610,70695,3369889.9,"{""direct"":387717,""email"":8156,""organic"":193112,""paid_search"":59153}"
2020-04-26,3,2506300,318578,709436,7676,8439109.779999999,"{""direct"":560787,""email"":6053,""organic"":96864,""paid_search"":39925}"
2020-02-21,3,1034430,168536,310344,30062,1527796.37,"{""direct"":178365,""email"":3186,""organic"":99037,""paid_search"":21030}"
2020-02-07,3,1041885,167478,305708,76524,4037455.09,"{""direct"":175559,""email"":3191,""organic"":97274,""paid_search"":22748}"
2019-10-02,3,2285223,372021,686334,68389,3186986.88,"{""direct"":404417,""email"":9293,""organic"":189827,""paid_search"":70685}"
2019-07-08,3,1936165,251492,689979,100428,5250482.5,"{""direct"":511566,""email"":6124,""organic"":238392,""paid_search"":34239}"
2019-04-18,3,1125891,155776,406391,49277,2392967.31,"{""direct"":272517,""email"":7280,""organic"":133433,""paid_search"":33332}"
2020-03-14,3,1131970,186773,356934,55260,3772656.55,"{""direct"":255774,""email"":8197,""organic"":53249,""paid_search"":33494}"
2020-04-03,3,1716232,226379,473150,5431,477103.8,"{""direct"":375269,""email"":5001,""organic"":58276,""paid_search"":29265}"
2019-11-03,3,2239444,362032,693347,7245,428309.39,"{""direct"":389401,""email"":3519,""organic"":203768,""paid_search"":77153}"
2020-03-27,3,1342961,185107,395934,4378,381656.71,"{""direct"":302348,""email"":3473,""organic"":43012,""paid_search"":42192}"
2020-04-07,3,1933766,253798,538097,5898,2460624.47,"{""direct"":438589,""email"":5412,""organic"":69512,""paid_search"":18759}"
2019-06-04,3,1491402,197405,520393,37159,1720329.31,"{""direct"":384406,""email"":4118,""organic"":188962,""paid_search"":24789}"
2020-01-10,3,1606335,253234,456449,99560,5432267.55,"{""direct"":260073,""email"":9330,""organic"":153180,""paid_search"":22535}"
2020-05-08,3,3471380,476173,976714,12648,3922145.34,"{""direct"":746558,""email"":20475,""organic"":155217,""paid_search"":46104}"
2019-09-05,3,1430976,198775,498133,38061,1751042.22,"{""direct"":360171,""email"":10450,""organic"":178211,""paid_search"":42730}"
2019-04-22,3,1554862,204130,565865,33677,2056470.67,"{""direct"":374461,""email"":3866,""organic"":190101,""paid_search"":40145}"
2020-04-17,3,2181508,301490,557519,7964,50322488.450000003,"{""direct"":446096,""email"":7076,""organic"":70608,""paid_search"":29011}"
2020-04-25,3,2508140,326459,693123,8382,9395302.48,"{""direct"":541044,""email"":8041,""organic"":88760,""paid_search"":49265}"
2019-12-18,3,1469633,247843,419843,108632,6320215.66,"{""direct"":217438,""email"":7492,""organic"":133013,""paid_search"":51841}"
2019-10-17,3,1785535,303713,547069,26865,1225702.19,"{""direct"":309586,""email"":18139,""organic"":153005,""paid_search"":52770}"
2020-01-16,3,1319100,208698,384263,29919,1476861.61,"{""direct"":217776,""email"":8048,""organic"":123909,""paid_search"":24375}"
2020-04-20,3,2243646,309777,595021,7808,25597458.100000001,"{""direct"":468882,""email"":7791,""organic"":74572,""paid_search"":38177}"
2019-09-30,3,2112332,349129,636244,33485,1523398.78,"{""direct"":377587,""email"":4723,""organic"":174863,""paid_search"":68144}"
2019-09-12,3,2289131,444648,613207,45369,2120443.37,"{""direct"":239780,""email"":2837,""organic"":347684,""paid_search"":2720}"
2020-02-29,13,50355,11293,11724,406,247079,"{""direct"":5681,""email"":935,""organic"":702,""paid_search"":3374}"
2019-07-18,13,53702,7858,17549,751,139519,"{""direct"":9929,""email"":19,""organic"":1030,""paid_search"":5547}"
2020-03-01,13,54856,12072,13570,95,6661,"{""direct"":5824,""email"":1972,""organic"":848,""paid_search"":3697}"
2019-11-04,13,51083,9273,16803,289,82455,"{""direct"":9309,""email"":505,""organic"":1146,""paid_search"":5295}"
2019-11-11,13,64113,12339,20050,809,238958,"{""direct"":11907,""email"":801,""organic"":1156,""paid_search"":5601}"
2019-08-28,13,71569,12107,21336,684,316580,"{""direct"":10750,""email"":2792,""organic"":989,""paid_search"":6159}"
2019-11-17,13,96578,17154,25462,548,32293,"{""direct"":11620,""email"":2782,""organic"":1449,""paid_search"":8497}"
2019-10-31,13,69405,12625,24512,539,283123,"{""direct"":9902,""email"":7177,""organic"":1023,""paid_search"":5699}"
2020-01-18,13,80732,13995,24326,1319,598574,"{""direct"":10837,""email"":2923,""organic"":1269,""paid_search"":8056}"
2019-06-05,13,54978,8955,15718,477,157036,"{""direct"":8789,""email"":14,""organic"":1083,""paid_search"":5139}"
2020-01-31,13,53405,10057,16601,499,125311,"{""direct"":7134,""email"":3891,""organic"":633,""paid_search"":4268}"
2019-08-29,13,77495,13722,24082,175,62382,"{""direct"":12454,""email"":3703,""organic"":1233,""paid_search"":5617}"
2019-11-21,13,64468,11860,16813,479,112104,"{""direct"":7935,""email"":1229,""organic"":1077,""paid_search"":5727}"
2019-12-11,13,81450,14883,20760,823,266978,"{""direct"":9062,""email"":1746,""organic"":1202,""paid_search"":8149}"
2020-05-02,13,74488,10004,24705,445,23590,"{""direct"":12490,""email"":2115,""organic"":1617,""paid_search"":7981}"
2019-04-22,13,67724,9883,20724,504,81694,"{""direct"":12943,""email"":57,""organic"":1614,""paid_search"":5353}"
2019-09-20,13,48179,8182,15240,353,107144,"{""direct"":7865,""email"":1696,""organic"":770,""paid_search"":4230}"
2019-08-24,13,50505,8362,14222,484,241568,"{""direct"":6200,""email"":1755,""organic"":815,""paid_search"":4641}"
2020-04-19,13,62738,8237,18737,5,303,"{""direct"":14681,""email"":360,""organic"":3399,""paid_search"":41}"
2019-08-09,13,56377,9814,17808,444,116000,"{""direct"":7591,""email"":4856,""organic"":828,""paid_search"":3794}"
2020-03-04,13,71469,15856,20366,478,128517,"{""direct"":8663,""email"":5524,""organic"":815,""paid_search"":4166}"
2020-05-08,13,111336,14263,37801,702,39717,"{""direct"":22125,""email"":2884,""organic"":2578,""paid_search"":9550}"
2020-02-17,13,47142,10472,12511,432,123281,"{""direct"":5942,""email"":1117,""organic"":795,""paid_search"":3588}"
2020-02-11,13,34147,8239,7650,220,70157,"{""direct"":3943,""email"":499,""organic"":527,""paid_search"":2249}"
2019-08-03,13,62703,9489,20890,762,209565,"{""direct"":9376,""email"":4114,""organic"":1097,""paid_search"":5417}"
2020-04-24,13,92589,13804,30663,940,48219,"{""direct"":17163,""email"":8280,""organic"":3544,""paid_search"":770}"
2019-08-27,13,73387,12033,21931,542,244262,"{""direct"":10095,""email"":4237,""organic"":1084,""paid_search"":5790}"
2020-04-07,13,26695,5338,6316,0,,"{""direct"":4991,""email"":61,""organic"":1108,""paid_search"":1}"
2020-02-26,13,54232,11957,12452,380,155364,"{""direct"":6225,""email"":1721,""organic"":617,""paid_search"":3009}"
2020-03-08,13,57193,10920,14841,322,16058,"{""direct"":7175,""email"":1203,""organic"":684,""paid_search"":4850}"
2020-01-09,13,81972,15142,24524,871,213314,"{""direct"":10978,""email"":2417,""organic"":1287,""paid_search"":8400}"
2019-09-11,13,114200,15507,32235,587,195653,"{""direct"":16826,""email"":5580,""organic"":1664,""paid_search"":7396}"
2020-05-05,13,83312,13995,29060,294,15231,"{""direct"":13116,""email"":8361,""organic"":1528,""paid_search"":5379}"
2019-11-12,13,65185,14333,18609,311,87745,"{""direct"":7916,""email"":5533,""organic"":472,""paid_search"":4091}"
2019-09-15,13,64899,9004,19027,473,22922,"{""direct"":9462,""email"":2235,""organic"":1187,""paid_search"":5359}"
2020-01-01,13,49825,9900,15464,108,4588,"{""direct"":6582,""email"":3176,""organic"":630,""paid_search"":3904}"
2020-05-09,13,127649,20378,42529,621,32515,"{""direct"":19048,""email"":12755,""organic"":2067,""paid_search"":8175}"
2019-11-18,13,69886,12659,16966,427,109450,"{""direct"":8087,""email"":1547,""organic"":1142,""paid_search"":5375}"
2020-02-10,13,34585,7296,8629,231,70361,"{""direct"":4209,""email"":620,""organic"":797,""paid_search"":2475}"
2019-12-21,13,63122,12640,15300,939,615176,"{""direct"":7018,""email"":932,""organic"":1224,""paid_search"":5606}"
2019-09-26,13,51723,8957,16475,392,94428,"{""direct"":9242,""email"":541,""organic"":923,""paid_search"":4805}"
2020-01-07,13,47149,9066,13329,321,63033,"{""direct"":6434,""email"":1280,""organic"":823,""paid_search"":4066}"
2019-10-05,13,83939,14612,28939,899,545335,"{""direct"":12939,""email"":5502,""organic"":1690,""paid_search"":7953}"
2019-10-14,13,60850,9697,19730,407,89573,"{""direct"":10418,""email"":1708,""organic"":1376,""paid_search"":5469}"
2020-03-24,13,18245,4607,3275,0,,"{""direct"":2604,""email"":26,""organic"":577,""paid_search"":1}"
2020-03-03,13,63179,14917,15728,308,74873,"{""direct"":7923,""email"":3290,""organic"":571,""paid_search"":2980}"
2020-04-26,13,65858,8822,20509,352,19628,"{""direct"":14118,""email"":934,""organic"":3568,""paid_search"":896}"
2020-03-02,13,45510,11109,10932,316,71985,"{""direct"":5462,""email"":1658,""organic"":864,""paid_search"":2061}"
2019-10-03,13,44069,7905,13800,366,100207,"{""direct"":7654,""email"":662,""organic"":937,""paid_search"":3815}"
2019-09-24,13,59242,10144,19799,348,79007,"{""direct"":9424,""email"":2772,""organic"":1456,""paid_search"":5308}"
2020-01-12,13,110985,18132,34605,1122,138313,"{""direct"":15405,""email"":5040,""organic"":1632,""paid_search"":10661}"
2020-04-28,13,216428,30372,86706,378,18224,"{""direct"":38423,""email"":39306,""organic"":4115,""paid_search"":3552}"
2019-09-27,13,64375,11568,20012,413,141904,"{""direct"":12782,""email"":468,""organic"":1096,""paid_search"":4862}"
2019-09-06,13,61471,10746,19484,393,144623,"{""direct"":8005,""email"":5240,""organic"":1063,""paid_search"":4642}"
2019-11-13,13,61976,13511,17972,351,147300,"{""direct"":8933,""email"":3133,""organic"":481,""paid_search"":4755}"
2020-03-05,13,44725,9674,12188,301,99018,"{""direct"":6035,""email"":1151,""organic"":771,""paid_search"":3395}"
2020-01-28,13,42547,7527,12925,424,76445,"{""direct"":6226,""email"":533,""organic"":786,""paid_search"":4519}"
2020-04-11,13,57047,7577,17107,5,249,"{""direct"":12718,""email"":768,""organic"":3380,""paid_search"":1}"
2020-02-20,13,43252,9590,11128,286,112500,"{""direct"":5226,""email"":502,""organic"":905,""paid_search"":3593}"
2020-04-10,13,71747,11034,21205,19,998,"{""direct"":14754,""email"":3238,""organic"":2685,""paid_search"":1}"
2019-10-22,13,76575,12876,25330,597,212402,"{""direct"":11548,""email"":5876,""organic"":1453,""paid_search"":5785}"
2019-10-15,13,79694,13657,26677,360,90297,"{""direct"":10999,""email"":8032,""organic"":1503,""paid_search"":5607}"
2020-01-03,13,80481,15832,25110,646,231146,"{""direct"":10306,""email"":6384,""organic"":1123,""paid_search"":5848}"
2020-04-23,13,56458,7969,16384,31,1610,"{""direct"":11840,""email"":240,""organic"":3191,""paid_search"":612}"
2020-04-08,13,24601,4976,5520,0,,"{""direct"":4160,""email"":15,""organic"":1161,""paid_search"":10}"
2020-05-11,13,62111,10235,18240,170,24680,"{""direct"":10367,""email"":1081,""organic"":1105,""paid_search"":5272}"
2019-12-07,13,91086,16394,23227,970,530593,"{""direct"":10321,""email"":2229,""organic"":1376,""paid_search"":8203}"
2019-12-23,13,56562,12025,13400,894,466129,"{""direct"":6852,""email"":893,""organic"":826,""paid_search"":4345}"
2019-08-11,13,49427,7711,14855,260,11123,"{""direct"":7593,""email"":1251,""organic"":775,""paid_search"":4203}"
2020-01-02,13,64049,12187,18468,749,236727,"{""direct"":9031,""email"":1554,""organic"":1154,""paid_search"":4948}"
2019-10-02,13,60578,10965,19466,440,165420,"{""direct"":10040,""email"":2419,""organic"":1247,""paid_search"":4940}"
2019-08-07,13,64676,10369,19528,514,136027,"{""direct"":9145,""email"":4283,""organic"":1077,""paid_search"":4333}"
2019-09-01,13,71430,11474,21004,606,53277,"{""direct"":9695,""email"":3871,""organic"":1238,""paid_search"":5445}"
2019-11-05,13,73034,11990,22711,323,90105,"{""direct"":13129,""email"":671,""organic"":1426,""paid_search"":6908}"
2019-12-24,13,30807,6798,7194,668,248778,"{""direct"":4812,""email"":314,""organic"":968,""paid_search"":753}"
2020-05-06,13,59993,8687,19089,355,18262,"{""direct"":10083,""email"":1215,""organic"":1482,""paid_search"":5810}"
2019-10-08,13,53567,10313,17747,339,89272,"{""direct"":8597,""email"":2967,""organic"":1090,""paid_search"":4633}"
2020-01-19,13,92768,15509,29780,747,43454,"{""direct"":13574,""email"":4951,""organic"":1303,""paid_search"":8630}"
2019-12-19,13,56932,10923,13714,761,284451,"{""direct"":6281,""email"":855,""organic"":1114,""paid_search"":5007}"
2020-03-15,13,53445,13960,9294,95,4271,"{""direct"":4497,""email"":475,""organic"":628,""paid_search"":2879}"
2020-04-25,13,69627,9317,21423,369,20439,"{""direct"":14758,""email"":1751,""organic"":3346,""paid_search"":760}"
2020-05-03,13,69459,9667,23159,442,24777,"{""direct"":12081,""email"":993,""organic"":1784,""paid_search"":7529}"
2019-11-06,13,90837,15081,28522,437,169886,"{""direct"":12805,""email"":6143,""organic"":1548,""paid_search"":7280}"
2019-06-15,13,106917,15606,30231,980,396903,"{""direct"":20524,""email"":18,""organic"":2011,""paid_search"":6382}"
2019-07-13,13,61703,9259,20304,1065,337614,"{""direct"":12432,""email"":17,""organic"":1146,""paid_search"":5763}"
2020-02-23,13,49244,9944,13753,263,12038,"{""direct"":6390,""email"":1639,""organic"":769,""paid_search"":3927}"
2019-11-30,13,128829,22540,35249,781,611822,"{""direct"":16010,""email"":3506,""organic"":1887,""paid_search"":12638}"
2019-10-25,13,77392,14084,26210,510,250301,"{""direct"":10789,""email"":7060,""organic"":1263,""paid_search"":6388}"
2019-09-21,13,66733,9818,21321,801,382571,"{""direct"":11118,""email"":1100,""organic"":1486,""paid_search"":6884}"
2019-08-21,13,54284,9394,11707,480,215196,"{""direct"":5749,""email"":821,""organic"":691,""paid_search"":3726}"
2020-03-20,13,42667,15039,3539,0,,"{""direct"":2542,""email"":193,""organic"":688,""paid_search"":8}"
2019-09-02,13,52428,8537,14991,572,254529,"{""direct"":7869,""email"":987,""organic"":1061,""paid_search"":4431}"
2019-07-07,13,68051,9523,22131,723,36754,"{""direct"":11708,""email"":19,""organic"":1371,""paid_search"":7713}"
2020-03-18,13,22950,5920,4153,0,,"{""direct"":2987,""email"":432,""organic"":656,""paid_search"":7}"
2019-11-07,13,47104,9450,13926,325,114226,"{""direct"":10153,""email"":1123,""organic"":863,""paid_search"":1411}"
2019-09-19,13,69351,13191,23607,414,92338,"{""direct"":9326,""email"":8056,""organic"":966,""paid_search"":4368}"
2019-08-17,13,56029,9558,15601,540,225857,"{""direct"":7863,""email"":1655,""organic"":880,""paid_search"":4281}"
2020-04-22,13,57660,8333,16474,41,2095,"{""direct"":12358,""email"":704,""organic"":3022,""paid_search"":54}"
2020-02-27,13,57502,13811,12367,461,139932,"{""direct"":5769,""email"":1663,""organic"":705,""paid_search"":3265}"
2020-02-22,13,55225,11369,15624,533,218176,"{""direct"":7237,""email"":2779,""organic"":801,""paid_search"":3598}"
2019-09-07,13,78845,12394,24365,806,509464,"{""direct"":11064,""email"":3895,""organic"":1298,""paid_search"":7113}"
2019-10-10,13,46451,8304,14458,276,94891,"{""direct"":7952,""email"":1111,""organic"":949,""paid_search"":3842}"
2020-01-27,13,47029,8472,14073,420,87704,"{""direct"":6950,""email"":769,""organic"":745,""paid_search"":4603}"
2020-03-22,13,22570,5529,4278,0,,"{""direct"":3170,""email"":55,""organic"":917,""paid_search"":5}"
2020-03-06,13,53805,11315,15589,434,123137,"{""direct"":6436,""email"":4020,""organic"":700,""paid_search"":3528}"
2019-08-15,13,48027,7606,14447,405,90695,"{""direct"":7490,""email"":1100,""organic"":783,""paid_search"":3962}"
2019-10-01,13,57108,10854,18706,322,77442,"{""direct"":8779,""email"":3966,""organic"":924,""paid_search"":4327}"
2019-09-28,13,85123,13451,27122,904,514817,"{""direct"":15635,""email"":635,""organic"":1583,""paid_search"":8123}"
2020-04-14,13,86611,13381,25294,6,204,"{""direct"":18630,""email"":2816,""organic"":3265,""paid_search"":12}"
2020-04-16,13,50365,6700,14752,9,309,"{""direct"":11292,""email"":219,""organic"":2959,""paid_search"":8}"
2020-03-16,13,26702,6987,4460,15,773,"{""direct"":2864,""email"":253,""organic"":522,""paid_search"":449}"
2020-03-25,13,19902,4939,3853,0,,"{""direct"":2923,""email"":47,""organic"":809,""paid_search"":0}"
2020-03-17,13,18714,5039,2923,0,,"{""direct"":2305,""email"":77,""organic"":446,""paid_search"":10}"
2019-07-03,13,108952,16141,36256,1302,365609,"{""direct"":22326,""email"":21,""organic"":1927,""paid_search"":9624}"
2020-02-24,13,54746,17157,9856,372,117298,"{""direct"":4884,""email"":1203,""organic"":596,""paid_search"":2501}"
2019-11-20,13,83975,15536,22290,492,167613,"{""direct"":9412,""email"":3993,""organic"":1166,""paid_search"":6803}"
2019-11-03,13,74465,11417,25784,446,25813,"{""direct"":13143,""email"":1441,""organic"":1455,""paid_search"":8736}"
2020-01-10,13,109381,18881,33657,891,231747,"{""direct"":15138,""email"":7029,""organic"":1406,""paid_search"":8681}"
2019-12-26,13,124442,23188,35882,702,280379,"{""direct"":17481,""email"":7393,""organic"":1633,""paid_search"":8356}"
2020-04-04,13,25216,5044,6200,0,,"{""direct"":4675,""email"":230,""organic"":1073,""paid_search"":1}"
2020-02-09,13,42116,8033,11801,250,13665,"{""direct"":5878,""email"":845,""organic"":989,""paid_search"":3488}"
2019-09-13,13,63861,10418,18392,447,124099,"{""direct"":8567,""email"":3832,""organic"":1075,""paid_search"":4078}"
2019-09-29,13,79496,11720,25481,546,28264,"{""direct"":13528,""email"":426,""organic"":1818,""paid_search"":8542}"
2019-08-08,13,50908,7791,15606,425,111935,"{""direct"":7380,""email"":2015,""organic"":935,""paid_search"":4516}"
2020-02-12,13,67871,14430,21360,394,124063,"{""direct"":8387,""email"":7379,""organic"":791,""paid_search"":3818}"
2019-05-29,13,95264,14937,25765,560,169756,"{""direct"":18188,""email"":39,""organic"":1567,""paid_search"":5091}"
2019-11-02,13,75132,12269,25419,790,488175,"{""direct"":12931,""email"":1893,""organic"":1513,""paid_search"":8419}"
2019-12-31,13,39978,8282,12197,406,163937,"{""direct"":5857,""email"":2497,""organic"":831,""paid_search"":2248}"
2020-05-04,13,57617,8808,17093,326,17710,"{""direct"":12075,""email"":699,""organic"":2495,""paid_search"":1101}"
2019-08-19,13,60553,10605,15471,539,185386,"{""direct"":7506,""email"":1157,""organic"":912,""paid_search"":4602}"
2019-10-12,13,106350,15982,37068,1054,523214,"{""direct"":19410,""email"":6195,""organic"":1783,""paid_search"":8715}"
2019-08-14,13,60983,9844,18211,489,152974,"{""direct"":8774,""email"":3423,""organic"":951,""paid_search"":4067}"
2019-10-29,13,79676,14113,25552,703,291462,"{""direct"":11261,""email"":4085,""organic"":1775,""paid_search"":7403}"
2019-08-12,13,47591,7617,13603,476,161011,"{""direct"":7423,""email"":689,""organic"":847,""paid_search"":4000}"
2019-10-17,13,53055,8800,16943,346,99982,"{""direct"":9407,""email"":1450,""organic"":865,""paid_search"":4800}"
2019-08-26,13,53883,8584,14935,538,222740,"{""direct"":7504,""email"":687,""organic"":1107,""paid_search"":4668}"
2019-10-23,13,106638,17556,36899,646,231392,"{""direct"":16885,""email"":10052,""organic"":1454,""paid_search"":7631}"
2020-04-29,13,96009,13225,32544,275,14489,"{""direct"":17396,""email"":5444,""organic"":2407,""paid_search"":6366}"
2020-01-13,13,56760,11203,16369,580,146219,"{""direct"":7423,""email"":1315,""organic"":998,""paid_search"":5461}"
2020-03-31,13,28689,6594,6006,0,,"{""direct"":3897,""email"":1196,""organic"":832,""paid_search"":2}"
2019-11-14,13,46875,9710,12759,308,97646,"{""direct"":5768,""email"":966,""organic"":910,""paid_search"":4522}"
2019-08-20,13,58957,10415,16004,525,222048,"{""direct"":7700,""email"":2202,""organic"":866,""paid_search"":4233}"
2019-12-05,13,73154,13193,18186,558,174367,"{""direct"":8530,""email"":925,""organic"":1134,""paid_search"":7022}"
2019-09-30,13,45472,8087,13906,341,77407,"{""direct"":7604,""email"":906,""organic"":837,""paid_search"":3903}"
2019-09-17,13,60781,9388,19061,298,61389,"{""direct"":10173,""email"":412,""organic"":1312,""paid_search"":6356}"
2019-11-08,13,61416,12511,16585,321,150652,"{""direct"":7808,""email"":3457,""organic"":780,""paid_search"":4201}"
2020-02-03,13,46517,8305,14712,465,91334,"{""direct"":7258,""email"":1405,""organic"":675,""paid_search"":4703}"
2019-08-16,13,81662,14560,22333,495,184022,"{""direct"":11914,""email"":3994,""organic"":855,""paid_search"":4561}"
2019-11-23,13,106574,20274,29151,960,490221,"{""direct"":12986,""email"":5281,""organic"":1522,""paid_search"":8181}"
2019-08-22,13,50278,8334,13581,451,192086,"{""direct"":7370,""email"":735,""organic"":934,""paid_search"":3603}"
2020-04-03,13,28277,6456,6228,0,,"{""direct"":4356,""email"":732,""organic"":999,""paid_search"":0}"
2020-05-01,13,101816,15302,35859,548,29530,"{""direct"":16316,""email"":8389,""organic"":1596,""paid_search"":8776}"
2019-10-20,13,79543,11967,26282,394,19833,"{""direct"":13718,""email"":2000,""organic"":1977,""paid_search"":7808}"
2020-01-21,13,49740,8749,15152,528,102827,"{""direct"":7154,""email"":1010,""organic"":656,""paid_search"":5490}"
2019-07-27,13,70391,9416,23971,853,257172,"{""direct"":14210,""email"":17,""organic"":1450,""paid_search"":7031}"
2019-12-08,13,97810,16357,25052,780,206043,"{""direct"":11310,""email"":1075,""organic"":1753,""paid_search"":10256}"
2020-01-16,13,60394,10901,18111,140,24951,"{""direct"":8445,""email"":1624,""organic"":848,""paid_search"":6259}"
2019-07-12,13,68883,11074,22876,777,183956,"{""direct"":14877,""email"":22,""organic"":1170,""paid_search"":5365}"
2019-07-26,13,72969,10045,24769,675,135930,"{""direct"":15998,""email"":14,""organic"":843,""paid_search"":6766}"
2020-04-06,13,30483,6271,7039,0,,"{""direct"":5366,""email"":23,""organic"":1508,""paid_search"":0}"
2019-09-05,13,47946,7943,14213,367,116343,"{""direct"":7044,""email"":1260,""organic"":895,""paid_search"":4325}"
2019-11-09,13,71944,14506,19423,743,525212,"{""direct"":9653,""email"":2700,""organic"":557,""paid_search"":6028}"
2019-09-03,13,42260,6768,12245,360,122483,"{""direct"":5992,""email"":755,""organic"":973,""paid_search"":4002}"
2019-12-06,13,87971,16660,22057,610,215538,"{""direct"":9585,""email"":3715,""organic"":1119,""paid_search"":6886}"
2019-08-05,13,59791,8178,19173,780,153695,"{""direct"":10039,""email"":743,""organic"":980,""paid_search"":6641}"
2019-10-16,13,83363,14140,28089,470,149583,"{""direct"":13077,""email"":5929,""organic"":1549,""paid_search"":6892}"
2019-09-14,13,77639,11600,22403,835,412546,"{""direct"":10329,""email"":3668,""organic"":1276,""paid_search"":6306}"
2020-04-17,13,74341,11076,22711,2,67,"{""direct"":14180,""email"":5386,""organic"":2876,""paid_search"":3}"
2019-09-10,13,47317,7364,14530,372,104890,"{""direct"":7378,""email"":785,""organic"":1110,""paid_search"":4770}"
2020-01-25,13,70823,12335,21897,1054,466405,"{""direct"":9848,""email"":2651,""organic"":1051,""paid_search"":7201}"
2019-09-04,13,64375,11139,19562,491,202317,"{""direct"":8521,""email"":4190,""organic"":1178,""paid_search"":5029}"
2019-08-31,13,53497,8369,15152,793,460687,"{""direct"":7844,""email"":890,""organic"":1161,""paid_search"":4602}"
2020-04-21,13,74421,11469,22001,325,17973,"{""direct"":14082,""email"":4359,""organic"":3058,""paid_search"":2}"
2019-07-06,13,65801,10020,21339,1272,468408,"{""direct"":12156,""email"":23,""organic"":1088,""paid_search"":6632}"
2020-02-01,13,64165,11220,20087,963,423796,"{""direct"":9103,""email"":2552,""organic"":1115,""paid_search"":6448}"
2019-09-18,13,103173,17765,36469,574,155206,"{""direct"":14999,""email"":12234,""organic"":1652,""paid_search"":6463}"
2020-04-18,13,85687,11335,25589,5,266,"{""direct"":20643,""email"":1123,""organic"":3262,""paid_search"":21}"
2019-08-23,13,52507,8991,14027,410,175044,"{""direct"":6445,""email"":2119,""organic"":942,""paid_search"":3780}"
2020-01-04,13,67617,12594,19318,765,301961,"{""direct"":9439,""email"":1666,""organic"":939,""paid_search"":6036}"
2019-09-22,13,70480,10099,22880,422,23299,"{""direct"":11079,""email"":1065,""organic"":1561,""paid_search"":8181}"
2019-10-21,13,67745,10725,21615,665,222342,"{""direct"":11593,""email"":1111,""organic"":1563,""paid_search"":6542}"
2019-04-18,13,55863,8662,16056,586,171778,"{""direct"":10019,""email"":15,""organic"":1309,""paid_search"":3853}"
2019-12-03,13,90299,17610,21956,1884,190190,"{""direct"":8925,""email"":4272,""organic"":1064,""paid_search"":6973}"
2019-10-26,13,69598,12310,23242,740,413199,"{""direct"":10638,""email"":4373,""organic"":1094,""paid_search"":6472}"
2020-04-12,13,59617,7846,18077,6,254,"{""direct"":13721,""email"":390,""organic"":3621,""paid_search"":7}"
2019-12-22,13,79889,16126,20597,704,378351,"{""direct"":9118,""email"":3203,""organic"":1166,""paid_search"":6519}"
2020-03-23,13,19171,4926,3439,0,,"{""direct"":2646,""email"":36,""organic"":680,""paid_search"":0}"
2020-01-08,13,168957,29477,52040,1494,349770,"{""direct"":22258,""email"":9894,""organic"":3249,""paid_search"":14388}"
